"Month","Local Electoral Area","Age Group","Primary Course Completed (%)","Monthly Percentage Point Change in Primary Course Completed (%)","Booster 1 (%)","Monthly Percentage Point Change in Booster 1 (%)","Booster 2 (%)","Monthly Percentage Point Change in Booster 2 (%)","Booster 3 (%)","Monthly Percentage Point Change in Booster 3 (%)","Booster 4 (%)","Monthly Percentage Point Change in Booster 4 (%)"
"2023 April","Buncrana, Donegal","12 years and over","64.4","0","36.6","0","12.6","0","3.9","0","",""
"2023 April","Donegal, Donegal","5 - 11 years","9.3","0","0","0","","","","","",""
"2023 April","Donegal, Donegal","12 years and over","91.3","0","58.3","0","21.9","0","7.4","0","",""
"2023 April","Letterkenny, Donegal","5 - 11 years","15.4","0","0","0","","","","","",""
"2023 April","Letterkenny, Donegal","12 years and over","86.1","0","52.6","0","16.4","0","4.6","0","",""
"2023 April","Lifford-Stranorlar, Donegal","5 - 11 years","6.4","0","0","0","","","","","",""
"2023 April","Lifford-Stranorlar, Donegal","12 years and over","83.8","0","49.8","0","16.9","0","6.3","0","",""
"2023 April","Conamara North, Galway County","5 - 11 years","16.5","0","0","0","","","","","",""
"2023 April","Conamara North, Galway County","12 years and over","93.1","0","61.9","0","26.4","0","9.4","0","",""
"2023 April","Tuam, Galway County","5 - 11 years","19.3","0","0","0","","","","","",""
"2023 April","Tuam, Galway County","12 years and over","92.5","0","58.7","0","21.6","0","7.4","0","",""
"2023 April","Ballinasloe, Galway County","5 - 11 years","15","0","0","0","","","","","",""
"2023 April","Ballinasloe, Galway County","12 years and over","92.6","0","59.7","0","23.4","0","8.9","0","",""
"2023 April","Loughrea, Galway County","5 - 11 years","18.5","0","0","0","","","","","",""
"2023 April","Loughrea, Galway County","12 years and over","90.1","0","58.1","0","22.9","0","7.8","0","",""
"2023 April","Athenry-Oranmore, Galway County","5 - 11 years","22","0","0","0","","","","","",""
"2023 April","Athenry-Oranmore, Galway County","12 years and over","91.8","0","60.3","0","22.2","0","6.8","0","",""
"2023 April","Gort-Kinvara, Galway County","5 - 11 years","24","0","0","0","","","","","",""
"2023 April","Gort-Kinvara, Galway County","12 years and over","93.3","0","60.2","0","23.1","0","6.9","0","",""
"2023 April","Conamara South, Galway County","5 - 11 years","27.9","0","0","0","","","","","",""
"2023 April","Conamara South, Galway County","12 years and over","93.3","0","64","0","25.1","0","8","0","",""
"2023 April","Galway City West, Galway City","5 - 11 years","26","0","0","0","","","","","",""
"2023 April","Galway City West, Galway City","12 years and over","93.3","0","63.2","0","26.5","0","8.3","0","",""
"2023 April","Galway City Central, Galway City","5 - 11 years","10","0","0","0","","","","","",""
"2023 April","Galway City Central, Galway City","12 years and over","87.1","0","55.5","0","21.3","0","7.4","0","",""
"2023 April","Galway City East, Galway City","5 - 11 years","12.4","0","0","0","","","","","",""
"2023 April","Galway City East, Galway City","12 years and over","85.6","0","52","0","18.2","0","5.7","0","",""
"2023 April","Listowel, Kerry","5 - 11 years","19","0","0","0","","","","","",""
"2023 April","Listowel, Kerry","12 years and over","97.4","0","65.6","0","27.5","0","10.1","0","",""
"2023 April","Castleisland, Kerry","5 - 11 years","20","0","0","0","","","","","",""
"2023 April","Castleisland, Kerry","12 years and over","95.3","0","64.3","0","25.2","0","8.9","0","",""
"2023 April","Killarney, Kerry","5 - 11 years","18","0","0","0","","","","","",""
"2023 April","Killarney, Kerry","12 years and over","84.3","0","55.6","0","20.9","0","7.1","0","",""
"2023 April","Kenmare, Kerry","5 - 11 years","17.1","0","0","0","","","","","",""
"2023 April","Kenmare, Kerry","12 years and over","92.6","0","62.6","0","27.2","0","10.6","0","",""
"2023 April","Corca Dhuibhne, Kerry","5 - 11 years","24.6","0","0","0","","","","","",""
"2023 April","Corca Dhuibhne, Kerry","12 years and over","92.7","0","64.7","0","27.1","0","10.2","0","",""
"2023 April","Tralee, Kerry","5 - 11 years","17.9","0","0","0","","","","","",""
"2023 April","Tralee, Kerry","12 years and over","90.9","0","61","0","25.5","0","8.7","0","",""
"2023 April","Maynooth, Kildare","5 - 11 years","27.2","0","0","0","","","","","",""
"2023 April","Maynooth, Kildare","12 years and over","82.1","0","53.7","0","19.8","0","5.4","0","",""
"2023 April","Celbridge, Kildare","5 - 11 years","26","0","0","0","","","","","",""
"2023 April","Celbridge, Kildare","12 years and over","97.3","0","65.2","0","27.2","0","8","0","",""
"2023 April","Naas, Kildare","5 - 11 years","25.8","0","0","0","","","","","",""
"2023 April","Naas, Kildare","12 years and over","91.8","0","60.8","0","24.8","0","7.1","0","",""
"2023 April","Athy, Kildare","5 - 11 years","21.1","0","0","0","","","","","",""
"2023 April","Athy, Kildare","12 years and over","91.7","0","58.1","0","23.7","0","7.7","0","",""
"2023 April","Kildare, Kildare","5 - 11 years","23","0","0","0","","","","","",""
"2023 April","Kildare, Kildare","12 years and over","88.7","0","55.1","0","20.9","0","6.3","0","",""
"2023 April","Clane, Kildare","5 - 11 years","25","0","0","0","","","","","",""
"2023 April","Clane, Kildare","12 years and over","91.3","0","57.5","0","22.8","0","6.8","0","",""
"2023 April","Leixlip, Kildare","5 - 11 years","23.5","0","0","0","","","","","",""
"2023 April","Leixlip, Kildare","12 years and over","90.3","0","62.1","0","29","0","10.7","0","",""
"2023 April","Newbridge, Kildare","5 - 11 years","23.2","0","0","0","","","","","",""
"2023 April","Newbridge, Kildare","12 years and over","93.2","0","58.7","0","22.4","0","6.4","0","",""
"2023 April","Castlecomer, Kilkenny","5 - 11 years","24","0","0","0","","","","","",""
"2023 April","Castlecomer, Kilkenny","12 years and over","97.2","0","64.1","0","25.5","0","8.5","0","",""
"2023 April","Kilkenny, Kilkenny","5 - 11 years","21","0","0","0","","","","","",""
"2023 April","Kilkenny, Kilkenny","12 years and over","90.3","0","58.9","0","25.6","0","8.8","0","",""
"2023 April","Piltown, Kilkenny","5 - 11 years","16.3","0","0","0","","","","","",""
"2023 April","Piltown, Kilkenny","12 years and over","90.1","0","58.9","0","23.1","0","8.3","0","",""
"2023 April","Callan-Thomastown, Kilkenny","5 - 11 years","25","0","0","0","","","","","",""
"2023 April","Callan-Thomastown, Kilkenny","12 years and over","96.9","0","65.3","0","28.6","0","10.3","0","",""
"2023 May","Borris-In-Ossory-Mountmellick, Laois","5 - 11 years","18","0","0","0","","","","","",""
"2023 May","Borris-In-Ossory-Mountmellick, Laois","12 years and over","96.4","0","60.5","0","23.1","0","8.9","0","2.3","2.3"
"2023 May","Portlaoise, Laois","5 - 11 years","17.7","0","0","0","","","","","",""
"2023 May","Portlaoise, Laois","12 years and over","85.8","0","51.6","0","20.1","0","7.1","0","1.9","1.9"
"2023 May","Graiguecullen -Portarlington, Laois","5 - 11 years","23","0","0","0","","","","","",""
"2023 May","Graiguecullen -Portarlington, Laois","12 years and over","91.1","0","57.7","0","21.4","0","8","0","2.4","2.4"
"2023 May","Carlow, Carlow","5 - 11 years","16.1","0","0","0","","","","","",""
"2023 May","Carlow, Carlow","12 years and over","85.6","0","52.9","0","21.9","0","8.9","0","3.1","3.1"
"2023 May","Tullow, Carlow","5 - 11 years","22.2","0","0","0","","","","","",""
"2023 May","Tullow, Carlow","12 years and over","89.5","0","57","0","22.5","0","8.6","0","2.1","2.1"
"2023 May","Muinebeag, Carlow","5 - 11 years","23.8","0","0","0","","","","","",""
"2023 May","Muinebeag, Carlow","12 years and over","95.9","0","63","0","25.8","0","10.3","0","2.8","2.8"
"2023 May","Manorhamilton, Leitrim","5 - 11 years","12.8","0","0","0","","","","","",""
"2023 May","Manorhamilton, Leitrim","12 years and over","90.5","0","57.9","0","22.3","0","9","0","1.7","1.7"
"2023 May","Ballinamore, Leitrim","5 - 11 years","8.7","0","0","0","","","","","",""
"2023 May","Ballinamore, Leitrim","12 years and over","90.6","0","61","0","20.9","0","7.4","0","1.1","1.1"
"2023 May","Carrick-On-Shannon, Leitrim","5 - 11 years","23","0","0","0","","","","","",""
"2023 May","Carrick-On-Shannon, Leitrim","12 years and over","85.6","0","60","0","26.6","0","11.2","0","2.7","2.7"
"2023 May","Newcastle West, Limerick","5 - 11 years","17.8","0","0","0","","","","","",""
"2023 May","Newcastle West, Limerick","12 years and over","93.4","0","62","0","25.3","0","11.2","0","2.2","2.2"
"2023 May","Adare-Rathkeale, Limerick","5 - 11 years","25","0","0","0","","","","","",""
"2023 May","Adare-Rathkeale, Limerick","12 years and over","97.3","0","66.2","0","28.3","0","12","0","3.1","3.1"
"2023 May","Cappamore-Kilmallock, Limerick","5 - 11 years","26","0","0","0","","","","","",""
"2023 May","Cappamore-Kilmallock, Limerick","12 years and over","95.4","0","64.5","0","27.5","0","11.4","0","2.7","2.7"
"2023 May","Limerick City West, Limerick","5 - 11 years","24","0","0","0","","","","","",""
"2023 May","Limerick City West, Limerick","12 years and over","89.7","0","58.6","0","22.6","0","8.1","0","2.3","2.3"
"2023 May","Limerick City North, Limerick","5 - 11 years","16.7","0","0","0","","","","","",""
"2023 May","Limerick City North, Limerick","12 years and over","91.7","0","58.9","0","26.2","0","11.2","0","3.5","3.5"
"2023 May","Limerick City East, Limerick","5 - 11 years","24","0","0","0","","","","","",""
"2023 May","Limerick City East, Limerick","12 years and over","90","0","60","0","24.5","0","9.8","0","2.6","2.6"
"2023 May","Granard, Longford","5 - 11 years","11","0","0","0","","","","","",""
"2023 May","Granard, Longford","12 years and over","92.5","0","57.6","0","21.8","0","9.6","0","1.3","1.3"
"2023 May","Ballymahon, Longford","5 - 11 years","12.4","0","0","0","","","","","",""
"2023 May","Ballymahon, Longford","12 years and over","76.1","0","47.6","0","17.4","0","6.7","0","1.4","1.4"
"2023 May","Longford, Longford","5 - 11 years","7.9","0","0","0","","","","","",""
"2023 May","Longford, Longford","12 years and over","82.7","0","49.8","0","18.9","0","8.3","0","1.9","1.9"
"2023 May","Dundalk-Carlingford, Louth","5 - 11 years","18.2","0","0","0","","","","","",""
"2023 May","Dundalk-Carlingford, Louth","12 years and over","85","0","55","0","36.8","0","16","0","6.5","6.5"
"2023 May","Dundalk South, Louth","5 - 11 years","17","0","0","0","","","","","",""
"2023 May","Dundalk South, Louth","12 years and over","85.5","0","54","0","20.7","0","8.5","0","1.9","1.9"
"2023 May","Ardee, Louth","5 - 11 years","19.5","0","0","0","","","","","",""
"2023 May","Ardee, Louth","12 years and over","91.4","0","57.7","0","22.1","0","8.3","0","1.8","1.8"
"2023 May","Drogheda Rural, Louth","5 - 11 years","21","0","0","0","","","","","",""
"2023 May","Drogheda Rural, Louth","12 years and over","86.2","0","52.7","0","19.5","0","6.5","0","1.7","1.7"
"2023 May","Drogheda Urban, Louth","5 - 11 years","15","0","0","0","","","","","",""
"2023 May","Drogheda Urban, Louth","12 years and over","90","0","57","0","23.3","0","9.1","0","2.3","2.3"
"2023 May","Ballina, Mayo","5 - 11 years","14","0","0","0","","","","","",""
"2023 May","Ballina, Mayo","12 years and over","92.6","0","59.2","0","22.5","0","8.7","0","1.8","1.8"
"2023 May","Claremorris, Mayo","5 - 11 years","14.7","0","0","0","","","","","",""
"2023 May","Claremorris, Mayo","12 years and over","89","0","58.2","0","21.5","0","8.8","0","1.9","1.9"
"2023 May","Castlebar, Mayo","5 - 11 years","15.6","0","0","0","","","","","",""
"2023 May","Castlebar, Mayo","12 years and over","91.9","0","58.9","0","20.2","0","7.4","0","1.5","1.5"
"2023 May","Belmullet, Mayo","5 - 11 years","6","0","0","0","","","","","",""
"2023 May","Belmullet, Mayo","12 years and over","98.1","0","66.5","0","25.7","0","10.3","1.4","2","2"
"2023 May","Westport, Mayo","5 - 11 years","14","0","0","0","","","","","",""
"2023 May","Westport, Mayo","12 years and over","88.5","0","57","0","20.9","0","8","0","1.7","1.7"
"2023 May","Swinford, Mayo","5 - 11 years","13","0","0","0","","","","","",""
"2023 May","Swinford, Mayo","12 years and over","95.9","0","64","0","26.9","0","11","0","2.9","2.9"
"2023 May","Kells, Meath","5 - 11 years","16","0","0","0","","","","","",""
"2023 May","Kells, Meath","12 years and over","92.4","0","57.4","0","23.2","0","8.6","0","2.1","2.1"
"2023 May","Laytown-Bettystown, Meath","5 - 11 years","21.2","0","0","0","","","","","",""
"2023 May","Laytown-Bettystown, Meath","12 years and over","84.4","0","52.7","0","19.8","0","6.9","0","1.9","1.9"
"2023 May","Ashbourne, Meath","5 - 11 years","22","0","0","0","","","","","",""
"2023 May","Ashbourne, Meath","12 years and over","88.3","0","55.9","0","21.7","0","8","0","1.8","1.8"
"2023 May","Ratoath, Meath","5 - 11 years","24.3","0","0","0","","","","","",""
"2023 May","Ratoath, Meath","12 years and over","90.9","0","59.1","0","22.7","0","7.1","0","1.5","1.5"
"2023 May","Trim, Meath","5 - 11 years","23","0","0","0","","","","","",""
"2023 May","Trim, Meath","12 years and over","91.4","0","57.2","0","21.4","0","7.2","0","1.8","1.8"
"2023 May","Navan, Meath","5 - 11 years","15","0","0","0","","","","","",""
"2023 May","Navan, Meath","12 years and over","84.9","0","49.8","0","17.8","0","5.9","0","1.5","1.5"
"2023 May","Monaghan, Monaghan","5 - 11 years","7.7","0","0","0","","","","","",""
"2023 May","Monaghan, Monaghan","12 years and over","81.8","0","51.4","0","19.1","0","7.1","0","1.5","1.5"
"2023 May","Carrickmacross-Castleblayney, Monaghan","5 - 11 years","13","0","0","0","","","","","",""
"2023 May","Carrickmacross-Castleblayney, Monaghan","12 years and over","89","0","56","0","20.2","0","8","0","1.9","1.9"
"2023 May","Ballybay-Clones, Monaghan","5 - 11 years","10.8","0","0","0","","","","","",""
"2023 May","Ballybay-Clones, Monaghan","12 years and over","87.3","0","55.3","0","20.4","0","7.7","0","1.4","1.4"
"2023 May","Birr, Offaly","5 - 11 years","17","0","0","0","","","","","",""
"2023 May","Birr, Offaly","12 years and over","94.5","0","62","0","24.9","0","11","0","2.6","2.6"
"2023 May","Tullamore, Offaly","5 - 11 years","19.3","0","0","0","","","","","",""
"2023 May","Tullamore, Offaly","12 years and over","92.7","0","58.5","0","22.1","0","8.4","0","2.3","2.3"
"2023 May","Edenderry, Offaly","5 - 11 years","18.8","0","0","0","","","","","",""
"2023 May","Edenderry, Offaly","12 years and over","92.4","0","57.2","0","19.3","0","7.2","0","1.5","1.5"
"2023 May","Boyle, Roscommon","5 - 11 years","14","0","0","0","","","","","",""
"2023 May","Boyle, Roscommon","12 years and over","89.2","0","57.5","0","23","0","9.5","0","2.2","2.2"
"2023 May","Roscommon, Roscommon","5 - 11 years","17","0","0","0","","","","","",""
"2023 May","Roscommon, Roscommon","12 years and over","91.2","0","59.9","0","23.9","0","10.3","0","2.5","2.5"
"2023 May","Athlone, Roscommon","5 - 11 years","19","0","0","0","","","","","",""
"2023 May","Athlone, Roscommon","12 years and over","90.2","0","70","0","22.8","0","9.4","0","2.5","2.5"
"2023 May","Ballymote-Tobercurry, Sligo","5 - 11 years","18","0","0","0","","","","","",""
"2023 May","Ballymote-Tobercurry, Sligo","12 years and over","93.1","0","59.9","0","22.5","0","8.9","0","2","2"
"2023 May","Sligo-Drumcliff, Sligo","5 - 11 years","21","0","0","0","","","","","",""
"2023 May","Sligo-Drumcliff, Sligo","12 years and over","94.6","0","63.7","0","27.1","0","11.1","0","2.4","2.4"
"2023 May","Sligo-Strandhill, Sligo","5 - 11 years","14.5","0","0","0","","","","","",""
"2023 May","Sligo-Strandhill, Sligo","12 years and over","88.6","0","56.5","0","23.6","0","9.7","0","2.4","2.4"
"2023 May","Cavan-Belturbet, Cavan","5 - 11 years","13.9","0","0","0","","","","","",""
"2023 May","Cavan-Belturbet, Cavan","12 years and over","83.1","0","53.6","0","18.9","0","7.8","0","1.6","1.6"
"2023 May","Bailieborough-Cootehill, Cavan","5 - 11 years","14","0","0","0","","","","","",""
"2023 May","Bailieborough-Cootehill, Cavan","12 years and over","89.6","0","57.2","0","19.7","0","7.9","0","1.8","1.8"
"2023 May","Ballyjamesduff, Cavan","5 - 11 years","14","0","0","0","","","","","",""
"2023 May","Ballyjamesduff, Cavan","12 years and over","88.6","0","57.8","0","19.6","0","7.4","0","1.3","1.3"
"2023 May","Nenagh, Tipperary","5 - 11 years","20","0","0","0","","","","","",""
"2023 May","Nenagh, Tipperary","12 years and over","90.6","0","58.5","0","24.4","0","10.5","0","2.4","2.4"
"2023 May","Roscrea-Templemore, Tipperary","5 - 11 years","19","0","0","0","","","","","",""
"2023 May","Roscrea-Templemore, Tipperary","12 years and over","94.3","0","61","0","24.4","0","10.7","0","2.5","2.5"
"2023 May","Carrick-On-Suir, Tipperary","5 - 11 years","11","0","0","0","","","","","",""
"2023 May","Carrick-On-Suir, Tipperary","12 years and over","95.5","0","66","0","18","0","6.9","0","1.5","1.5"
"2023 May","Clonmel, Tipperary","5 - 11 years","15.5","0","0","0","","","","","",""
"2023 May","Clonmel, Tipperary","12 years and over","94.5","0","62.7","0","26.9","0","10.9","0","2.5","2.5"
