GP_Name,GP_Address,GP_LocationText,GP_LocationLink
Dr Hans Weber,"98 Monastery Road, Clondalkin, Dublin, D22  V2f6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E45 Kv88
Dr Harrold Medical Centre,"Tyone, Nenagh, Tipperary, E45  Kv88",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 K29f
Dr Hassan Al Bayyari,"62 Maple Drive, Castleknock, Dublin, D15  K29f",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Yr99
Dr Helen Fenton,"154 Cooley Road, Drimnagh, Dublin, D12  Yr99",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F12 Wd34
Dr Hugh Byrne,"Ballynanerroon Beg, Partry, Mayo, F12  Wd34",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Xy03
Dr Ida Leddy,"Drumfad, Grange, Sligo, F91  Xy03",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P47 Hp90
Drimoleague Surgery,"East End, Drimoleague, Cork, P47  Hp90",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F28 Y234
Dr Ita Mullaghy,"South Mall, Westport, Mayo, F28  Y234",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R14 Xe72
Dr James Dillon,"Carlowgate, Castledermot, Kildare, R14  Xe72",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D03 A3v7
Dr James Dolan,"191 Howth Road, Clontarf East, Dublin, D03  A3v7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Yp57
Dr James G Devins,"Unit 2 Stephen Court, Stephen Street, Sligo Town, Sligo, F91  Yp57",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 E276
Dr James Molony,"Friar Street, Thurles, Tipperary, E41  E276",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X35 Yc98
Dr James Stacey,"26 O'connell Street, Dungarvan, Waterford, X35  Yc98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 Wp48
Dr J M Hennessy Practice,"Main Street, Templemore, Tipperary, E41  Wp48",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D09 Ht95
Dr J N Mohamed,"31 Oak Avenue, Royal Oak, Santry, Dublin, D09  Ht95",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P47 Wn77
Dr J O'connell,"Sackville Street, Dunmanway, Cork, P47  Wn77",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Ae67
Dr John B O'connor,"Tigeen, Danescastle, Bannow, Wexford, Y35  Ae67",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R35 Dc63
Dr John Corboy,"Church Street, Clara, Offaly, R35  Dc63",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Nw62
Dr John Curran,"Newbawn, Newbawn, Wexford, Y35  Nw62",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Vc43
Dr John Dromey Surgery,"Ballyleigh, Waterfall, Cork, T12  Vc43",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F26 Dc42
Dr John Grimes,"Ballina Road, Foxford, Mayo, F26  Dc42",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P12 Hf44
Dr John J Burke,"Castle Street, Macroom, Cork, P12  Hf44",Location And Directions - Google Maps,Https://Maps.app.goo.gl/9rtk688heywyx8qa9
Dr John Lyons,"Link Road, Mountrath, Laois, R32  Ea32",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F12 Rc04
Dr John Mccrohan,"Bridge Street, Swinford, Mayo, F12  Rc04",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 F2p9
Dr John O'grady,"48 Tower Road, Clondalkin, Dublin, D22  F2p9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Yv57
Dr John Power,"34 Ballybricken, Waterford City, Waterford, X91  Yv57",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Ay05
Dr John Slevin,"The Moorings 4 Verona Villas, O'connell Avenue, Limerick, Limerick, V94  Ay05",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Xfp6
Dr. John Synnott Surgery,"144 Old County Road, Drimnagh, Dublin, D12  Xfp6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D05 N7f3
Dr John Taylor,"117a Ardlea Road, Beaumont, Dublin, D05  N7f3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Hc44
Dr. John Waters,"33 Fortfield, Raheen, Limerick, V94  Hc44",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 P2c1
Dr Joseph P Cranley,"5/6 Main Street, Howth, Dublin, D13  P2c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D03 X5v2
Dr Joseph Yasbeck,"13 Marino Mart, Dublin, D03  X5v2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V23 Cd89
Dr J Shanahan And Dr B O'donovan,"Main Street, Caherciveen, Kerry, V23  Cd89",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V35 Nn52
Dr Judith Bugler,"Main Street, Kilfinane, Limerick, V35  Nn52",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 R88x
Dr J. Whately Surgery,"2 Park Avenue, Dundalk, Louth, A91  R88x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H53 R6x5
Dr K Duddy,"Saint Brendan's Street, Portumna, Galway, H53  R6x5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V42 V259
Dr Kelly & Loughnane,"Bóthar Buí, Newcastle West, Limerick, V42  V259",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Xff9
Dr Kieran Whyte,"42 Father Griffin Road, Galway City, Galway, H91  Xff9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 V2h9
Dr K Olinger,"Unit 6 Village Centre, Watery Lane, Clondalkin, Dublin, D22  V2h9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Ncd6
Dr Leader Surgery,"Threadle Hill, Gneeves, Boherbue, Cork, P51  Ncd6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 V1d9
Dr. Liam Collins,"Fianna Road, Thurles, Tipperary, E41  V1d9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A91 Ry6a
Dr Liam Mcgrath,"30 Jocelyn Street, Dundalk, Louth, A91  Ry6a",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Rqqygemmfb8pxbpn9
Dr Lonergan And Helly Surgery,"Convent Lane, Graignamanagh, Kilkenny, R95  A520",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F23 P827
Dr Long,"New Antrim Street, Castlebar, Mayo, F23  P827",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Ar29
Dr M A Fitzgerald,"Horsequarter, Dunmore East, Waterford, X91  Ar29",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Dtpqauminvjwlsmq9
Dr Maire Una Ni Rathaille,"Galally Road, Ballylanders, Limerick, V35  K164",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F26 Tp04
Dr Marcus Allen,"4 Howley Terrace, Ballina, Mayo, F26  Tp04",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Wk0t
Dr Margaret Connolly,"1 High Street, Sligo Town, Sligo, F91  Wk0t",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 K5w9
Dr Maria Galdon-Blesa,"Unit 14, Belgard Square West, Tallaght, Dublin, D24  K5w9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D01 Yd83
Dr Maria Lube,"36c Talbot Street, Dublin, D01  Yd83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Ev56
Dr. Marian Mcwade,"Avoca Cottage, 12 Avoca Avenue, Blackrock, Dublin, A94  Ev56",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P25 Kt53
Dr Mark Buckley,"Main Street, Castlemartyr, Cork, P25  Kt53",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A75 P822
Dr Mary Flanagan,"Main Street, Castleblayney, Monaghan, A75  P822",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Xd2e
Dr Mary Mcnally G.p. Surgery,"1 Stenson Park, Farranshone, Limerick, V94  Xd2e",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 V528
Dr Mary Mulqueen,"College Road, Clane, Kildare, W91  V528",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 Wn26
Dr Maura O'meara,"Ennis Road, Miltown Malbay, Clare, V95  Wn26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 X9vc
Dr M Babiker,"122 Aylmer Park, Naas, Kildare, W91  X9vc",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 E6h7
Dr Mcbrearty,"Slievenamon Road, Thurles, Tipperary, E41  E6h7",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Aqzdblwtm1bjyduj8
Dr Mcgauran Surgery,"Market Street, The Squre, Eurecourt, Ballinasloe, Galway, H53  Fx94",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V42 W738
Dr Mel Fullam,"Bishop Street, Newcastle West, Limerick, V42  W738",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 C9he
Dr M F Whitty,"340a North Circular Road, Dublin, D07  C9he",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 Ev25
Dr Michael Canning,"Baracore, Goresbridge, Kilkenny, R95  Ev25",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D04 T9c8
Dr Michael Moore,"4 Morehampton Road, Donnybrook, Dublin, D04  T9c8",Location And Directions - Google Maps,Https://Maps.app.goo.gl/T4nrgmas6inbcryn7
Dr Michael O'brien Family Practice,"Leopardstown Shopping Centre, Leopardstown, Dublin, D18  P3v8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 Ae98
Dr Michael O'malley,"1 Tyrconnell Road, Inchicore, Dublin, D08  Ae98",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y35 Cyd2
Dr Miles Deas Family Practice,"Redmond Square Medical Centre, 4-7 Redmond Square, Wexford Town, Wexford, Y35  Cyd2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 V270
Dr Miriam Hogan,"Saint Anthony's, Newpark, Kilkenny, R95  V270",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Pstwetajrsfbm8e97
Dr Mirko Jukic Health Centre,"Gorey Road, Carnew, Wexford, Y14  Py64",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F56 Tx37
Dr M J Flynn,"2 The Commons, Ballymote, Sligo, F56  Tx37",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 X6fw
Dr Mohsin Khan,"169 Edgewood Lawns, Corduff, Dublin, D15  X6fw",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E91 X3t2
Dr Molly Owens Surgery,"Main Street, Fethard, Tipperary, E91  X3t2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H62 Yv70
Dr Moloney Surgery,"Abbey House, Abbey Street, Loughrea, Galway, H62  Yv70",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 F899
Dr Morar Surgery,"Ideal Shopping Centre, Prosperous, Kildare, W91  F899",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E45 Hk28
Dr Muiris O'keeffe,"Nenagh Family Practice, 19-21 Pearse Street, Nenagh, Tipperary, E45  Hk28",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D10 Ph57
Dr Naseema Moorad,"314 Ballyfermot Road, Ballyfermot, Dublin, D10  Ph57",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Ry8w
Dr Negin Reyhani,"51 William Street Uppper, Limerick, Limerick, V94  Ry8w",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 Dn22
Dr Neville Wilson,"4 New Lane, Kilcock, Kildare, W23  Dn22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Ht28
Dr N Hever Surgery,"9 Glenview Park, Grange, Sligo, F91  Ht28",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Wbjvg3ofhm2bppe88
Dr Niall Donohoe,"Rathcronan, Granard, Longford, N39  P682",Location And Directions - Google Maps,Https://Maps.app.goo.gl/414hgskvzq9abqwe8
Dr. Niall O'cléirigh Pearse Street Primary Care Centre,"Mark's Lane, Lombard Street, Dublin City, Dublin, D02  Td23",Location And Directions - Google Maps,Https://Maps.app.goo.gl/86ebh5wupb19lsmt9
Dr Nigel Mckenna,"Cootehill Road, Drumalee, Cavan, H12  Nv22",Location And Directions - Google Maps,Https://Maps.google.com/?Q=C15 K791
Dr Noel Clancy,"Eden Bawn, Navan Road, Trim, Meath, C15  K791",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Zjiaxakng5mlkpza8
Dr Noreen Lineen-Curtis,"Achill Sound, Oileán Acla, Achill Island, Mayo, F28  E142",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 H9ac
Dr O'brien,"3 Kerry Road, Mayfield, Cork, T23  H9ac",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Vk1h
Dr O'callaghan And O'dea,"5 Johnsgate Village, Johnsgate, Limerick, Limerick, V94  Vk1h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 R2c1
Dr O'flynn,"239 South Circular Road, Dublin, D08  R2c1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 A40y
Drogheda Medical Clinic,"Dublin Road, Drogheda, Louth, A92  A40y",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F91 Vx2f
Dromahair Health Centre,"8 Churchfield, Drumahaire, Dromahair, Leitrim, F91  Vx2f",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Egyjpuwdrac1mu9q6
Dromcollogher Health Centre,"Buttevant Road, Drumcollogher, Limerick, P56  Td39",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 N524
Dr O'regan Surgery,"1 Bromley Park, Donnybrook, Cork, T12  N524",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Yy40
Dr Paddy Mcdonagh,"Knockdoe, Claregalway, Galway, H91  Yy40",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R14 Ep93
Dr Padraic Farrell,"89 Woodstock Street, Athy, Kildare, R14  Ep93",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 Vh61
Dr Pamela Mangal,"Kaieteur Ville, Knocklyon Avenue, Knocklyon, Dublin, D16  Vh61",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A81 H426
Dr Paschal Larney,"48 Farney Street, Carrickmacross, Monaghan, A81  H426",Location And Directions - Google Maps,Https://Maps.app.goo.gl/S9jhhmgq5adw61g86
Dr Pat Kennedy And Ger Mclaughlin,"Castle Square, Carrigtwohill, Cork, T45  Fx06",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Y2t9
Dr Pat Murphy,"Seancarnan, Stradbally North, Castleconnell, Limerick, V94  Y2t9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R35 E0y0
Dr Patricia Garry,"Fionntir, 6 Market Square, Tullamore, Offaly, R35  E0y0",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Rr71
Dr Patrick Coughlan,"87a Booterstown Avenue, Booterstown, Blackrock, Dublin, A94  Rr71",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 X5x5
Dr Patrick Feeney Surgery,"96 Lower Kilmacud Road, Stillorgan, Dublin, A94  X5x5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 K0t9
Dr Patrick Magovern,"3 Drummartin Road, Kilmacud West, Dublin, D14  K0t9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 C1x4
Dr Patrick O'dwyer,"Moore Street, Cappamore, Limerick, V94  C1x4",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Yxhjsuweaplvogex6
Dr Patrick O'kelly,"Wood Row, Moran's Town, Ballynacargy, Westmeath, N91  V9fk",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A85 Yk82
Dr Patrick Tierney,"Lisheen, Grangend, Dunshaughlin, Meath, A85  Yk82",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E53 Kw83
Dr Patrick Yon Hin,"Grove Street, Roscrea, Tipperary, E53  Kw83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E53 Ea26
Dr Paul Booth,"Coolevin, Dublin Road, Roscrea, Tipperary, E53  Ea26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Hn2f
Dr Paul Deasy Surgery,"South Gate House, Cove Street, Cork City, Cork, T12  Hn2f",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D14 K2n5
Dr Paul Heslin,"3 Beaumont Avenue, Churchtown, Dublin, D14  K2n5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 E7n1
Dr Paul Kiernan,"7 Westbury Shopping Centre, Westbury, Corbally, Clare, V94  E7n1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E45 Dd74
Dr Paul O'farrell,"9/10 O'rahilly Street, Nenagh, Tipperary, E45  Dd74",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N39 Th76
Dr Paul Trueick,"Longford Medical Park, Athlone Road, Ballyminion, Longford, N39  Th76",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Yf62
Dr Peter A Sloane,"Carraroe South, Carraroe, Galway, H91  Yf62",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V14 Y526
Dr Peter Flynn,"9 Killian Park, Shannon, Clare, V14  Y526",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Kx81
Dr Peter Staunton,"37 Woodlands Park, Stillorgan, Dublin, A94  Kx81",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 Yd29
Dr Peter Wai Yin Hooi,"105 Broadford Hill, Ballinteer, Dublin, D16  Yd29",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D04 P5y8
Dr P Harte,"28a Park Avenue, Dublin, D04  P5y8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y21 Kd85
Dr Philip Bowe,"Sunnyside, Convent Road, Enniscorthy, Wexford, Y21  Kd85",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R45 Kt96
Dr Philip Brady,"1 Boyne Meadows, Edenderry, Offaly, R45  Kt96",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 Y099
Dr Pierce Meagher,"The Clinic, Pound Street, Ballaghaderreen, Roscommon, F45  Y099",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Rw2a
Dr Pigott Surgery,"Church Street, Gort, Galway, H91  Rw2a",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 Hp08
Dr Prasad,"2 Bowden's Row, Castlecomer, Kilkenny, R95  Hp08",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P36 Kr97
Dr Rafique Youghal Clinic,"12a Millenium Park, Foxhole, Youghal, Cork, P36  Kr97",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H53 Px26
Dr Raymond Brogan,"Clonfert Avenue, Portumna, Galway, H53  Px26",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R93 W0d1
Dr Regina O'kelly,"Flemington House, 1 Brown Street, Carlow Town, Carlow, R93  W0d1",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 Fe09
Dr Richard Fitzpatrick,"Burmet, 196 Glenageary Road Upper, Glenageary, Dublin, A96  Fe09",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D22 F2p9
Dr Richard Mullen,"48 Tower Road, Clondalkin, Dublin, D22  F2p9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 T0fa
Dr Robert Dybkowski And Dr Ilona Izdebska Medical Centre,"Orby Chambers, 7 Coke Lane, Smithfield, Dublin, D07  T0fa",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Hp5h
Dr Robert Nelson,"17 Beechpark Avenue, Castlekock, Dublin, D15  Hp5h",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V42 Dh77
Dr Roger Hayes,"Daar Wood, Gortboy, Newcastle West, Limerick, V42  Dh77",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D24 Nw0d
Dr Roland Ling General Practice,"14 Watermeadow Park, Tallaght, Dublin, D24  Nw0d",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 A268
Dr Ronan O'ferrall,"102 Slaney Road, Dublin Industrial Estate, Cabra East, Dublin, D11  A268",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 Yy82
